serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
65875092,2020-07-26-14.21.20.000000,2020-07-26 14:21:20.000,2020-07-26 18:23:48.646,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875178,2020-07-26-14.32.15.000000,2020-07-26 14:35:52.000,2020-07-26 14:54:46.230,22.0,11,11,312,4,18.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875214,2020-07-26-14.35.11.000000,2020-07-27 14:57:31.000,2020-07-27 15:01:07.460,2.0,3,5,312,4,3.0,AutomationFilter Processed,Failed,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,1,neutral,negative,Positive,Positive,ne-notification:n-enrichment:
65875223,2020-07-26-14.37.18.000000,2020-07-26 14:37:18.000,2020-07-26 21:07:51.240,22.0,1,5,312,4,390.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65875285,2020-07-26-14.42.47.000000,2020-07-26 14:42:47.000,2020-07-26 18:45:49.061,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875476,2020-07-26-15.02.10.000000,2020-07-26 18:21:32.000,2020-07-26 18:25:48.785,22.0,1,5,312,4,4.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,Less than 30 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65875496,2020-07-26-15.04.27.000000,2020-07-27 15:29:04.000,2020-07-27 15:31:07.999,2.0,3,5,312,4,2.0,AutomationFilter Processed,Failed,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,1,neutral,negative,Positive,Positive,ne-notification:n-enrichment:
65875619,2020-07-26-15.20.03.000000,2020-07-26 15:20:03.000,2020-07-26 19:22:49.686,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875627,2020-07-26-15.23.08.000000,2020-07-26 15:23:08.000,2020-07-26 21:07:51.239,22.0,1,5,312,4,344.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65875641,2020-07-26-15.23.46.000000,2020-07-26 15:23:46.000,2020-07-26 19:26:49.872,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875715,2020-07-26-15.32.47.000000,2020-07-26 15:32:47.000,2020-07-26 19:35:50.022,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875814,2020-07-26-15.43.46.000000,2020-07-26 15:43:46.000,2020-07-26 19:46:50.121,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875907,2020-07-26-15.58.39.000000,2020-07-26 15:58:39.000,2020-07-26 20:01:50.273,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875913,2020-07-26-15.58.39.000000,2020-07-26 15:58:39.000,2020-07-26 20:01:50.273,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875909,2020-07-26-15.58.39.000000,2020-07-26 15:58:39.000,2020-07-26 20:01:50.273,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875910,2020-07-26-15.58.39.000000,2020-07-26 15:58:39.000,2020-07-26 20:01:50.273,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875908,2020-07-26-15.58.39.000000,2020-07-26 15:58:39.000,2020-07-26 20:01:50.267,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65875963,2020-07-26-16.04.08.000000,2020-07-26 16:04:08.000,2020-07-26 18:06:48.589,22.0,11,11,312,4,122.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65876129,2020-07-26-16.24.14.000000,2020-07-26 16:24:14.000,2020-07-26 20:26:50.818,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65876493,2020-07-26-17.10.03.000000,2020-07-26 17:10:03.000,2020-07-26 21:12:51.510,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65876889,2020-07-26-18.03.38.000000,2020-07-26 18:03:38.000,2020-07-26 22:05:52.256,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877025,2020-07-26-18.18.38.000000,2020-07-26 18:18:38.000,2020-07-26 22:20:52.565,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877063,2020-07-26-18.24.13.000000,2020-07-26 18:24:13.000,2020-07-26 22:26:52.581,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877148,2020-07-26-18.34.08.000000,2020-07-26 18:34:08.000,2020-07-26 20:36:50.814,22.0,11,11,312,4,122.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877146,2020-07-26-18.33.49.000000,2020-07-26 18:33:49.000,2020-07-26 19:49:50.154,22.0,11,11,312,4,76.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877263,2020-07-26-18.47.47.000000,2020-07-26 18:47:47.000,2020-07-26 22:50:53.038,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877359,2020-07-26-19.02.00.000000,2020-07-26 19:02:00.000,2020-07-26 19:18:49.644,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877570,2020-07-26-19.25.03.000000,2020-07-26 19:25:03.000,2020-07-26 23:27:53.485,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877637,2020-07-26-19.33.46.000000,2020-07-26 19:33:46.000,2020-07-26 23:36:53.627,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877674,2020-07-26-19.37.47.000000,2020-07-26 19:37:47.000,2020-07-26 23:40:53.636,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877787,2020-07-26-19.53.46.000000,2020-07-26 19:53:46.000,2020-07-26 23:56:53.784,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877874,2020-07-26-20.04.06.000000,2020-07-27 20:28:57.000,2020-07-27 20:31:12.829,2.0,3,5,312,4,2.0,AutomationFilter Processed,Failed,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,1,neutral,negative,Positive,Positive,ne-notification:n-enrichment:
65877875,2020-07-26-20.04.06.000000,2020-07-27 20:28:57.000,2020-07-27 20:31:12.830,2.0,3,5,312,4,2.0,AutomationFilter Processed,Failed,Final Response Successfully ESCALATED,Completed Successfully,Less than 30 mins,1,neutral,negative,Positive,Positive,ne-notification:n-enrichment:
65877922,2020-07-26-20.08.39.000000,2020-07-26 20:08:39.000,2020-07-27 00:10:53.899,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877921,2020-07-26-20.08.39.000000,2020-07-26 20:08:39.000,2020-07-27 00:10:53.899,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877919,2020-07-26-20.08.39.000000,2020-07-26 20:08:39.000,2020-07-27 00:10:53.900,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877920,2020-07-26-20.08.39.000000,2020-07-26 20:08:39.000,2020-07-27 00:10:53.900,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65877925,2020-07-26-20.08.39.000000,2020-07-26 20:08:39.000,2020-07-27 00:10:53.898,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878205,2020-07-26-20.33.48.000000,2020-07-26 20:33:48.000,2020-07-26 22:36:52.640,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878213,2020-07-26-20.34.14.000000,2020-07-26 20:34:14.000,2020-07-27 00:36:54.116,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878317,2020-07-26-20.47.58.000000,2020-07-26 20:47:58.000,2020-07-27 06:22:58.932,22.0,1,5,312,4,575.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,480 - 960 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65878389,2020-07-26-20.57.24.000000,2020-07-26 20:57:24.000,2020-07-26 22:57:53.039,22.0,1,5,312,4,120.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65878390,2020-07-26-20.57.24.000000,2020-07-26 20:57:24.000,2020-07-26 22:57:53.040,22.0,1,5,312,4,120.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65878457,2020-07-26-21.04.08.000000,2020-07-26 21:04:08.000,2020-07-26 23:06:53.216,22.0,11,11,312,4,122.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878508,2020-07-26-21.10.48.000000,2020-07-26 21:10:48.000,2020-07-26 22:47:52.877,22.0,11,11,312,4,97.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878509,2020-07-26-21.10.48.000000,2020-07-26 21:10:48.000,2020-07-26 22:47:52.877,22.0,11,11,312,4,97.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878507,2020-07-26-21.10.48.000000,2020-07-26 21:10:48.000,2020-07-26 22:47:52.877,22.0,11,11,312,4,97.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878522,2020-07-26-21.12.03.000000,2020-07-26 21:12:03.000,2020-07-26 21:29:51.730,22.0,11,11,312,4,17.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878534,2020-07-26-21.14.02.000000,2020-07-26 21:14:02.000,2020-07-26 22:19:52.415,22.0,11,11,312,5,65.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878552,2020-07-26-21.15.04.000000,2020-07-26 21:15:04.000,2020-07-26 22:48:52.851,22.0,11,11,312,5,93.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878559,2020-07-26-21.15.03.000000,2020-07-26 21:15:03.000,2020-07-27 01:17:54.805,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878561,2020-07-26-21.15.48.000000,2020-07-26 21:15:48.000,2020-07-26 22:17:52.477,22.0,11,11,312,4,62.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878562,2020-07-26-21.15.48.000000,2020-07-26 21:15:48.000,2020-07-26 22:17:52.476,22.0,11,11,312,4,62.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878563,2020-07-26-21.15.48.000000,2020-07-26 21:15:48.000,2020-07-26 22:17:52.476,22.0,11,11,312,4,62.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65878731,2020-07-26-21.37.03.000000,2020-07-26 21:37:03.000,2020-07-26 21:53:52.139,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879018,2020-07-26-22.08.38.000000,2020-07-26 22:08:38.000,2020-07-27 02:10:55.696,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879121,2020-07-26-22.24.19.000000,2020-07-26 22:24:19.000,2020-07-27 02:07:55.527,22.0,1,5,312,4,223.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65879122,2020-07-26-22.24.19.000000,2020-07-26 22:24:19.000,2020-07-27 02:12:55.775,22.0,1,5,312,4,228.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65879124,2020-07-26-22.23.38.000000,2020-07-26 22:23:38.000,2020-07-27 02:25:55.956,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879146,2020-07-26-22.27.03.000000,2020-07-26 22:27:03.000,2020-07-26 22:43:52.827,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879182,2020-07-26-22.29.14.000000,2020-07-26 22:29:14.000,2020-07-27 02:31:55.929,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879244,2020-07-26-22.37.18.000000,2020-07-26 22:37:18.000,2020-07-27 02:07:55.527,22.0,1,5,312,4,210.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65879405,2020-07-26-22.52.03.000000,2020-07-26 22:52:03.000,2020-07-26 23:08:53.161,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879420,2020-07-26-22.52.47.000000,2020-07-26 22:52:47.000,2020-07-27 02:55:56.282,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879707,2020-07-26-23.17.03.000000,2020-07-26 23:17:03.000,2020-07-26 23:33:53.575,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879830,2020-07-26-23.23.08.000000,2020-07-26 23:23:08.000,2020-07-27 02:07:55.527,22.0,1,5,312,4,164.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65879913,2020-07-26-23.30.03.000000,2020-07-26 23:30:03.000,2020-07-27 03:32:56.738,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65879964,2020-07-26-23.34.08.000000,2020-07-26 23:34:08.000,2020-07-27 01:36:55.026,22.0,11,11,312,4,122.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880071,2020-07-26-23.42.03.000000,2020-07-26 23:42:03.000,2020-07-26 23:58:53.724,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880091,2020-07-26-23.42.47.000000,2020-07-26 23:42:47.000,2020-07-27 03:45:56.867,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880101,2020-07-26-23.43.46.000000,2020-07-26 23:43:46.000,2020-07-27 03:46:56.891,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880224,2020-07-26-23.53.56.000000,2020-07-26 23:53:56.000,2020-07-27 01:26:54.824,22.0,11,11,312,4,92.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880385,2020-07-27-00.03.46.000000,2020-07-27 00:03:46.000,2020-07-27 04:06:57.199,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880413,2020-07-27-00.07.03.000000,2020-07-27 00:07:03.000,2020-07-27 00:25:54.064,22.0,11,11,312,4,18.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880462,2020-07-27-00.09.48.000000,2020-07-27 00:09:48.000,2020-07-27 02:02:55.387,22.0,1,5,312,4,113.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65880463,2020-07-27-00.09.48.000000,2020-07-27 00:09:48.000,2020-07-27 02:02:55.387,22.0,1,5,312,4,113.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65880679,2020-07-27-00.18.39.000000,2020-07-27 00:18:39.000,2020-07-27 04:20:57.377,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880677,2020-07-27-00.18.39.000000,2020-07-27 00:18:39.000,2020-07-27 04:20:57.377,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880675,2020-07-27-00.18.39.000000,2020-07-27 00:18:39.000,2020-07-27 04:20:57.378,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880674,2020-07-27-00.18.39.000000,2020-07-27 00:18:39.000,2020-07-27 04:20:57.379,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880676,2020-07-27-00.18.39.000000,2020-07-27 00:18:39.000,2020-07-27 04:20:57.378,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65880713,2020-07-27-00.22.49.000000,2020-07-27 00:22:49.000,2020-07-27 02:07:55.528,22.0,1,5,312,4,105.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65880890,2020-07-27-00.32.03.000000,2020-07-27 00:32:03.000,2020-07-27 00:49:54.334,22.0,11,11,312,4,17.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881158,2020-07-27-00.40.48.000000,2020-07-27 00:40:48.000,2020-07-27 02:27:55.793,22.0,1,5,312,4,107.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65881172,2020-07-27-00.42.27.000000,2020-07-27 00:42:27.000,2020-07-27 08:45:01.160,22.0,11,11,312,4,482.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,480 - 960 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881252,2020-07-27-00.44.14.000000,2020-07-27 00:44:14.000,2020-07-27 04:46:57.804,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881282,2020-07-27-00.46.58.000000,2020-07-27 00:46:58.000,2020-07-27 01:03:54.537,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881487,2020-07-27-00.57.03.000000,2020-07-27 00:57:03.000,2020-07-27 01:13:54.791,22.0,11,11,312,4,16.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881637,2020-07-27-01.01.58.000000,2020-07-27 01:01:58.000,2020-07-27 01:33:54.834,22.0,11,11,312,4,31.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,30-60 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881644,2020-07-27-01.02.41.000000,2020-07-27 01:02:41.000,2020-07-27 05:04:57.904,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65881760,2020-07-27-01.08.09.000000,2020-07-27 01:08:09.000,2020-07-27 05:09:58.014,22.0,11,11,312,4,241.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
